id,category,name,owner,contact,address,city,cityCode,phone,noRooms,noBeds
282,"**","Hotel Thier","Moraw Noomi","Fuchsjäger Esra-Nur","Mönichkirchen 243","Mönichkirchen","2872","3780635",6,26
643,"*","Pension Landhaus Ingrid B&B","Fräuding Xavien","Haraschta Samuel-Matthias","Loich 7","Loich","3211","7380712",33,31
517,"**","College Garden Hotel","Zavatzky Fitim","Pappenheim Leonie-Adrijana","Johann-Strauß-Straße 2","Bad","2540","4696158",35,46
240,"***","Hotel Zur Schonenburg","Doroghi Saija","Glücklich Hivda","Hauptstr. 38","Schönberg","3562","5044308",76,271
175,"*","Der Knappenhof - Hotel & Restaurant","Dobler von Friedburg Rabit","Vosalik Simone-Sarah","Kleinau 34","Reichenau","2651","8657504",2,3
313,"*","Hotel Geier","Absam Nelu","Kousumblik Eunike-Maria","Hauptstraße 29","Bad","2853","6093754",22,27
448,"*","La Petite Ivy","Schrey Harnoor","Werlitz Alina-Franziska","Trenninghof 1","Mühldorf","3622","0799854",32,64
237,"****","Landgasthof Hotel Muhr","Apfelbeck Gülümay","Kappenschneider Delnawaz","Dreifaltigkeitsplatz 2","Gallbrunn","2463","0294135",47,201
299,"*","Althammerhof","Feuer Kim-Katherina","Raffelsberg Nieve","Althammerhofstraße 36","Klamm","2641","0378411",33,127
506,"***","Alpengasthof Enzian","Schidan Manuel","Pilhatsch Nicos","Schwaig 148","Mönichkirchen","2872","8365251",43,127
493,"**","Schlafgut","Vollmust Fortesa","Host´alek Abdülhakem","83 Mariazellerstrasse","St.","3100","0717168",84,59
549,"****","Hotel Wiental","Büringer Seya","Sialino Amine","Hauptstraße 74 b","Pressbaum","3021","2692948",41,34
232,"**","Zimmer im Weinviertel","Bret Fariz","Madison Justin-Lukas","Prof. Knesl-Platz 11","Bad","2222","8411755",46,200
454,"**","Sportpension Hochkar","Raclawsky Gabriela-Maria","Freiherr von Hügel Cornelia-Stephanie","Lassing 54","Hochkar","3345","1054959",14,21
137,"****","Landhotel Moshammer","Schrödl Sabrina-Vanessa","Beth Joel-Maximilian","Kirchenplatz 3","Waidhofen","3340","1316752",44,141
202,"**","Landgasthof Fally","Lüttger Georgian","Bujatti Madyan","Ödenkirchenstraße 7","Kirchberg","2880","8025326",39,49
319,"***","Landhotel Gafringwirt","Gradisek Noralie","Babitzky Helmar","Mittergafring 4","Euratsfeld","3324","6131234",19,9
38,"***","JUFA Hotel Annaberg","Magda Müslüme","Pantlitschka Umut-Arda","Annarotte","Annaberg","3222","9671435",33,122
245,"****","Böswarth Seminarhotel Lengbachhof","Rettmann Ferdaws","Lankoff Paul-Xaver","Steinhäusl 8","Altlengbach","3033","6093563",9,108
494,"***","Gasthof Keller","Pokl Ayah","Klom Rafail","Am Kanal 12","Gumpoldskirchen","2352","5765000",10,29
507,"***","Landhaus am Kurpark","Hanickel Eitidal","Gellei Lian-Luca","Welzergasse 29 (Mathias Welzergasse)","Baden","2500","1576547",58,21
108,"***","Hotel Ulrike","Achazie Rasha","Bünstünsky Jiayi","Rote Torgasse 15","Spitz","3620","9381896",2,5
45,"*****","Motel 267","Omraim Lina-Esila","Häuselmayer Naill","Stifterstrasse 1","St.","3100","2155347",50,57
584,"*","Nordwaldfarm","Svábs Joel-Sidney","Sekac Fleta","Kleingöpfritz 26","Waidhofen","3834","6232964",44,77
41,"***","Weingut-Pension Stockingerhof","Surrer Christina-Maria","Semler Kirolos","Dürnstein 240","Dürnstein","3601","2782288",55,62
456,"*","Frühstückspension Täuber","Arnolt Nilay","Loebl von Laminzfeld Arianit","Gneixendorfer Hauptstraße 4","Krems","3500","4257941",85,116
321,"*","Weingut Familie Bauer","Biesel Kevin-Maximilian","Leitameier Yinglian-Jessica","Hauptstraße 68","Großriedenthal","3471","6361637",6,6
140,"*","Motel Verde","Pospiech Helrun","Sedler Fouwzi","Triester Straße 2","Schönau","2525","8504551",43,227
246,"****","Hotel Schachner Krone und Kaiserhof","Kühn Liah-Sophie","Mezei Denise-Stephanie","Maria Taferl 24","Maria","3672","2926774",51,287
182,"**","Cafe Jakob","von Heillinger Casy","Tschinkel Darius-Vasile","Ebnerstraße 3","Traisen","3160","6154396",1,5
479,"***","Hotel Austria","Bötskey Meerab","Freysing Cağatay","Hauptstraße 27","Gablitz","3003","5851504",18,141
398,"**","Junges Hotel Melk","Abmayer Michalis","Saurak Everest","Abt-Karl-Straße 42","Melk","3390","9008121",35,57
605,"*","Privatzimmer, Private Rooms","Krummel Rosaly","Geretsberger Jennielyn","18 Julius Willerth-Gasse","Wiener","2700","4999473",9,37
695,"***","Angerhof","Metik Abil","Schöfmann Medea-Loreen","Forstamt 9","Dorfstetten","4392","8455114",23,62
294,"*","Haus Sundl - Privatzimmer","Kostlivy Mao","Wachfeitl Mevre","Rote-Kreuz-Str. 18","Emmersdorf","3644","2689814",25,104
107,"***","Gasthof zur Donaubrücke","Holkub Sannet","Cruda Yorck","Tiefenbach 1","Ardagger","3321","7983968",7,20
681,"***","Märchenhotel Waldpension Nebelstein","Miklick Samir-Pierre","Ritter von Marschall-Hahn Anita-Sophie","Maissen 28","Harbach","3970","7131663",28,19
89,"***","Hotel Restaurant Böck "Roter Hahn"","Ort Dia","Zebek Jasmin-Mae","Teufelhoferstraße 26","St.","3100","8042395",2,3
679,"**","Guest House Silberwald","Neinlinger Peter-Paul","Gervais Briana-Denisa","Silberwald-Straße","Strasshof","2231","2294078",78,378
13,"***","Hotel Unter den Linden","Koszmeier Nayra","Sajatovic Toplica","Schillerstraße 5","Krems","3500","3830698",32,69
445,"**","FairSleep Avia Motel Gmünd","Smrecker Saana","Sutro Luca-Maire","Prof.-Krejci-Graf-Straße 2","Gmünd","3950","6374737",21,11
626,"**","Haus am See","Schimansky Geffen","Wallishauser Yabets","Seehof 21","Lunz","3293","5815392",48,35
636,"****","Haus Bartberg","Potschka Yara-Tamee","Jacobovits de Szeged Lisa-Sophie","Grenzgasse 15","Pressbaum","3013","1455546",25,50
0,"*","MOXY Vienna Airport","Kandlhofer Aahil","Huhle Gauz","Ausfahrtsstraße 4","Schwechat","1300","3256325",42,76
289,"*","Pension Josef Kainrath","Volkert Vokan","Richa Pantelis","Alte Poststraße 15","Ybbsitz","3341","4790192",18,49
530,"***","Gasthof Berghof","Scheuer von Presserhof Şevin","Ichmann Yusuferen","Carolusstraße 1","Semmering","2680","1818587",64,103
539,"***","Hotel Rose","Jackobi Adriano","Freischlager Argonita","Maria Taferl 20","Maria","3672","0797171",15,7
572,"**","Sommerfrische Waldviertel","Mahl-Schedl von Alpenburg Alisa-Teresa","von Chotek Fiete-Joas","Marktplatz 46","Kirchberg","3932","5774813",16,21
446,"**","Pension Altes Rathaus","Hornyasek Sophie-Amelie","Klika Zaher","Altes Rathaus 26","Dürnstein","3601","4505331",17,62
515,"*","Lassingbauer","Rizzoli von Goldenstern Haakon","Zautner Nausikaa","Lassing 12","Lassing","3345","9097348",12,43
305,"***","Kupfer-Dachl","Stick Somer","Scholin Naomi-Alexia","Eichbüchl 23","Katzelsdorf","2801","0729415",20,8
408,"**","Haus Regina","Palenik Abdurazak","Plandor Fèlix","Maria Taferl 42","Maria","3672","5924184",66,226
261,"**","Frühstückspension Kammerer","Viehmann John-Luis","Ritter  Brüll von Domony Souke","Linzerstraße 8","Kleinpöchlarn","3660","3927329",35,21
648,"**","Landhaus zum Siebenschläfer","Zsurek Alexsandro","Lebesch Sumlina","Hauptstraße 54","Herrnbaumgarten","2171","1280502",17,100
338,"*","Gasthof Christine Enne","Podeswar Taranis","Ries Hansjörg","Els 33","Albrechtsberg","3613","5388927",10,39
690,"**","Haslaustube","Schulista Leonie-Elisa","Aicher Corin","Haslaurotte 23","Schwarzenbach","3212","3576909",59,353
222,"****","Hotel Residenz Hössinger","Schreuer Vasilios","Dimnic Damira","Dunkelsteinerstr. 13","Neidling","3110","9484855",47,71
336,"**","Straussenhof Halmer","Hobst Davik","Freiherr von Spiegel Julia-Magdalena","Baumbach 1","Oberndorf","3281","4258686",7,18
257,"****","Wienerwaldhof Rieger","Wollein Fatih-Sultan","Frankovic Dionis","Strohzogl 67","Tullnerbach-Lawies","3011","2835224",25,83
522,"**","Frühstückspension Doris Eder","Theumer Abdu-Rahman","Rozoller Moseur","Erlauftalstraße 40","Gaming","3292","1119104",6,42
15,"****","Steigenberger Hotel and Spa","Finkl Sasık","Szida Zandu","Am Goldberg 2","Krems","3500","6535020",1,4
277,"**","Cobaneshof","von Maader Mariebel","Sollay Julian-Klaus","Weinstrasse 37","Gobelsburg","3550","7783593",31,7
374,"**","Haus YahweH Roi","Justl Joshua-Asamoah","Metlicka Magdalena-Sofie","Maria Langegg Nr.2 Nr.2","Maria","3642","3064740",16,7
616,"**","Jakob Kern Gästehaus im Stift Geras","Foitig Nureldin","Porschel Najdan","Hauptstraße 1","Geras","2093","3468932",61,244
173,"****","Klaus im Weinviertel","Koritz Zeen","Malvieux Mahakpreet","Julius-Bittner-Platz 4","Wolkersdorf","2120","4544682",50,99
476,"***","Hotel-Pension Goldenberg","Oechslin Jaseen","Sommerer Muskaan","Kierlinger Straße 94b","Klosterneuburg","3400","1193090",20,29
583,"***","Landgasthof Hausmann","Eckersdorfer Erfan","Hift-Herzl Carlota","Schneebergstraße 2","Puchberg","2734","2115337",52,130
637,"**","Bauer & Wirt Langthaler","Hirschl Binia","Schwäger von Hohenbruck Elamin","Pömling 14","Emmersdorf","3644","6435284",75,13
334,"**","roo'n","Peyscha Glorija-Slobodanka","Berghofer Alida","Schönfeld 18","Arbesbach","3295","1319412",8,51
463,"*","Frühstückspension Porranzl","Gieszwein Bozhidara","Folejtar Seyed","Harland 6","Persenbeug","3681","5071575",59,141
429,"**","Höhenstein","Kannule Kimba","Ferschke Skadi","Hamot 11","Lunz","3293","1607630",74,124
4,"****","Therme Laa - Hotel & Silent Spa","Grodcanin Taytum","Oschanetz Émil","Thermenplatz 3","Laa","2136","9205856",44,81
613,"***","Papperl a' Pub","Herberth Ziyafet","Rajkovics Ifagat","Hauptstraße 18","Schönberg","3562","9833456",14,57
98,"****","Hotel Veltlin","Zayllet Aline","Klamroth Rikka","Am Golfplatz 9","Poysdorf","2170","1385133",58,74
136,"***","Aurelius Pension","Jejkal Eysu","Wyteschnik Sylvana","Albrechtsgasse 28","Baden","2500","9788047",18,128
414,"**","Gasthof zum grünen Baum","Halinbourg Ivy","Richter von Knobelsdorff Darielys","Rathausplatz 2","Mautern","3512","1052751",25,114
75,"****","Hotel Metropol","Homma von Ammanshof David-Josip","Liemann Alena","Schillerplatz 1","St.","3100","5977964",22,60
534,"*","Obermerkenbergerhof","Weletzky Sahifa","Meier (Mayerin, Maier, Meyer) Keynan","Aigelsbach 22","Hofstetten","3202","9617624",44,83
189,"**","Pension Müller Gartner","Kohut Sebadjin","Wietzner Dacia","Rathausstrasse 18","Groß-Enzersdorf","2301","7865083",17,120
118,"**","Pension Zuser","Borucki Korintha","Hojtasch Vanna","Hauptstrasse 12","Mitterbach","3224","3933421",6,26
596,"****","Hotel Zur Linde","Pfefferle Dijor","Prohazel Lenamaria","Josef-Dunkl-Straße 8","Mistelbach","2130","7379527",64,91
207,"*","Landgasthof Steinmühl Hofbauer KG","Slavnic Preciosa","Gordano Cornelis","Maisberg 42","Waidhofen","3341","2521081",14,36
683,"**","Gästehaus Wasserburger","Skwrna Naiyah","Steindl Paul-Alexander","Thalerl 35","Kernhof","3195","4542023",47,209
300,"**","Wirtshaus Gruber Weitenegg","Hofhans Janna-Katharina","Petrovic Timothúe","Weitenegg 10","Emmersdorf","3652","9967690",42,136
354,"**","Naturlandhaus Stronegg","Geritzhuber Enerlen","Kismartonyi-Bertl Yunzhen","Stronegg 21","Stronegg","2153","5978313",2,1
431,"*","Zum schwarzen Adler","Schlimp Has-Magomed","Kisew Semiel","Rathausplatz 7","Tulln","3430","5667023",27,106
273,"**","Gasthof Speneder","Rastonic Zulfiqar","Palitschek Ermira","Altpölla 28","Altpölla","3593","8039029",65,23
157,"***","Hotel-Restaurant Schweinberger","Heide Ihlal","Wiborny Zoéy","Hauptstraße 6","Stetten","2100","5426924",43,23
399,"**","HDS Zimmervermietung","Oilar Katja-Amelia","Schirutschek Hamida","Wiener Straße 188","Klosterneuburg","3400","8298784",17,7
1,"****","NH Vienna Airport Conference Center","Zochlar Raphael-Roland","Wallenberger Eva-Verena","Einfahrtstraße 1-3","Schwechat","1300","0983000",17,81
54,"***","Hotel zum goldenen Hirschen","Ebner Lom-Ali","Lukaschitz Meiko","Göstling 16","Göstling","3345","0849608",20,11
43,"***","Schloss Haindorf","Calogera Marc-Richard","Willet Darvin","Krumpöckallee 21","Langenlois","3550","2505922",43,213
302,"***","Berghof","Zachradnik Kessi","Chwoyka Sophie-Kimberly","Berggasse 13","Gaming","3292","2128902",28,10
204,"****","Schüttkasten Waldviertel und Kunst & Kultur Seminarhotel Geras","Kaim Elpida","Battistig Ramandeep","Vorstadt 11","Geras","2093","6451401",33,28
470,"**","Wein-Gut Hutter","Casati Manola","Stösseles Priscille","Weinzierlbergstraße 10","Krems","3500","6540907",4,13
30,"*","Ferienwohnungen","Schneidel Franz-Martin","Opitz Annika-Bianca","Hirschengasse 4-8","Kritzendorf","3420","2955222",39,135
481,"****","Hotel Wachau","Eireich Fryma","Alker Behlül","Am Wachberg 3","Melk","3390","9507181",52,157
664,"**","Hössl","Nerad Thaer","Fehn Hildegunde","Wiener Straße 25","Brunn","2345","6433472",8,7
326,"*","Gästezimmer Rieder","Uhlfelder Alina-Madelaine","Schimbelsberger Eduard-Luca","Waltersdorf bei Staatz 103","Staatz","2134","6903915",5,50
490,"****","City-Hotel Mödling","Herupek Sophia-Viktoria","Rosulek Torin","Wiener Straße 5","Mödling","2340","7959344",28,21
138,"*","Gasthof Mitter","Gschwendtwein Elion","Edler von  Steinner-Göltl von Auring Orissa","Linzer Straße 11","Haag","3350","0858494",79,260
130,"**","Hotel Kaiser Franz Josef","Traidt Lania","Graf  Keglevich de Buzas Arijana-Amelie","Rohr im Gebirge 2","Rohr","2663","0327018",23,12
194,"*","Gasthof Schabschneider","Heilitsch Bediasultan","Küllermann Komel","Hauptstraße 1","Neulengbach","3040","8877556",38,41
653,"*","Biobauernhof Lacken","Kobaucnik Eronisa","Vertzon Naxhije","Eisenwiesen 7","Strohmarkt","3345","2743920",18,15
657,"**","Gästehaus Wachau","Kagbauer Magou","Herakovich Suhana","Wachaustraße 1","Leiben","3652","3599731",21,31
44,"***","Cleverhotel","Lagowitz Venessa","Wörn Judith","Hotelstraße 2 / St. Pöltner Straße 120","Herzogenburg","3130","1470240",21,40
386,"**","Hotel MUSE","Kollingbaum Sahra-Michelle","Herrenschneider Jochebed","42 Mariazellerstrasse","St.","3100","3992716",33,27
592,"**","Glashof","Nauerschnigg Göksal","Schindelek Radina","Neunagelberg 30","Neunagelberg","3871","2793183",23,8
91,"****","Das Römerhof","Paier Luca-Andre","Weliczkowitz Zeyner","Hafenstraße 3","Tulln","3430","8746373",36,45
385,"**","Gästehaus Kleine Mühle","Sakrowsky Solaera","Gurresch Ashurban","Reisperbachtalstr. 50","Krems","3500","6331428",45,95
80,"**","Hotel Babenbergerhof","Czernik Mane","Grieninger Hannah-Shanin","Babenbergergasse 6","Mödling","2340","1094752",51,256
559,"*","Gasthof Birgl","Hepper Julian-Jeremy","Novacka Altina","Inning 34","Inning","3383","2304267",11,3
40,"**","Landgasthof Sommer Pension","Brirsch Jasar","Kristufek Andrée","Deutschwaldstraße 10","Purkersdorf","3002","1238026",33,33
143,"*","Pension Leichtfried","Schätzko Sara-Nil","Lazelberger Tahani","Hamerlingstraße 4","Amstetten","3300","1870432",53,377
672,"**","Pension Kirchsteiger","Gomelsky Janoah","Sittlinger Firdevs","Untere Hauptstraße 29","Hohenberg","3192","9303261",6,3
400,"*","Gästehaus auf der Kunstmeile","Dreyhahn Sabrina-Beatrice","Krenk Nyanjara","Steiner Landstrasse 22","Krems","3500","5257437",38,53
411,"****","Hotel Krainerhütte","Thüll Saharaim","Michatek Zeina","Helenental 41","Baden","2500","4635247",18,75
211,"*","Klinglhuber Suites","Eigler Ilsamaria","Freiherr von Mauthner Elias-Daniel","Hohensteinstrasse 5 (Check in: Hotel Klinglhuber)","Krems","3500","8178698",24,14
357,"*","Mayr-Eichberg, Familie Berndl","Freiin  Biedermann von Turony Esvet","Kraushorfer Martin-Markus","Kirchweg 11","Wolfsbach","3354","2265375",48,179
212,"***","Genießergasthof Kutscherklause","Gresslehner Marsha","Winzur Daniel-Erik","Marktplatz 4","Eggern","3861","9403814",17,14
608,"****","Hotel Kartause Gaming","Tulipan Sukomal","Ecker Ayleen-Marie","Kartause 1","Gaming","3292","0638929",38,32
598,"****","Hotel The Originals Berghotel Tulbingerkogel","Moutier de Fenul Sanija","Stasenka Larissa-Marie","Tulbingerkogel 1","Mauerbach","3001","3793112",15,33
219,"***","Amethysthotel Mantler","Bernstein Helin","Pfarr Leotrim","Am Berg 44 / An der Horner Bundesstraße","Maissau","3712","9792483",29,152
221,"***","Hotel Rosner","von Kniep Anton-Bartl","Drazni Keiko","Linzerstraße 95","Gablitz","3003","4877532",15,97
434,"**","Haus der Erholung Süd","Schrimböck Melina-Laureen","Gimm Philipp-Tobias","Am Hundssteig 2","Krems","3500","9008390",52,201
90,"**","Wallseerhof","Gotthelf Stevan","Pinsdorfer Patrick-Rene","Alte Schulstraße 12","Wallsee","3313","6875172",71,495
174,"**","Pension Irmer","Dienstag Vanessa-Cataleya","Barbatschetz Laurencz","7 Ötscherlandstraße","Gaming","3292","7648106",14,10
281,"*","Privatzimmer und Ferienwohnungen Leeb","Kopetzky Romina-Dyana","Lochschmid Marie-Annie","Hagsdorf 19","Persenbeug","3680","4777494",23,116
103,"*","Gästehaus Krause","Mosak Felix-Michael","Zgrzebeny Shammah","Lindengasse 7","Trumau","2521","5186304",78,68
449,"*","Hotel Andrea","Charamsa Anastasio","Teschauer Mosche","15 Medekstraße","Klosterneuburg","3400","0290937",3,17
113,"****","Der Reisinger am Neufelder See","Fletzer Tajib","Gjuraschin Shari","Eisenstädter Straße 35","Neufeld","2491","6673826",63,321
560,"****","Hotel Schwarz Alm Zwettl","Graf von Serényi Alžbeta","Patrny Rainhard-Alexander","Almweg 1","Zwettl","3910","5891156",26,101
390,"****","Gartenhotel & Weingut Pfeffel Dürnstein","Woratscek Laxhmi","Thir Sitonia","Zur Himmelsstiege 122","Dürnstein","3601","7264767",42,128
450,"***","Hotel Kerschbaumer","Lukavinsky Raul-Florian","Koppen von Hessenwalde Diba","Westbahnstraße 24","Sankt","4300","6460110",16,3
382,"**","Living inStein","Zwick Nilay","Tisje Simon-Julian","Kollmanngasse 1","Krems","3500","6251697",11,34
677,"**","Gästezimmer Gerlinde","Fáy de Fáj Japhet","Fanto-Kürtös Parvir","Erlacher Straße 153","Schwarzau","2625","3601476",41,11
666,"*","Eisenbock's Strasser Hof","Freiherr von Callenberg Maritza","Mordziol Maria-Hannah","Marktplatz 30","Strass","3491","7998179",3,5
439,"**","Haus der Erholung West","von Tartsay John-Boy","Schönig Moa","Am Hundssteig 2","Krems","3500","3672706",21,138
597,"****","Wellness-Ferien-Seminarhotel Raxalpenhof","Ranzendorfer Gaia","Popp Ardalan","Preinrotte 9","Reichenau","2651","3681690",9,28
427,"****","HEINHOTEL Vienna Airport","Forstner Pris","Taut Sannah","Mannswörther Straße 94","Schwechat","2320","1588879",29,160
537,"***","Pension & Reitstall Inghofer","Fügelmüller Tunc","Cresz Tikvah","Pertholzer Strasse 34","Heidenreichstein","3860","9192747",5,33
407,"*","Gästezimmer Schmelz","Emrich Metko","Malfertheiner Lisa-Regina","Unterloiben 87","Dürnstein","3601","1803109",47,86
389,"**","Hotel Schloss Dürnstein","Rupprecht de Virtsolog Dustyn","Schif Giosue","Dürnstein 2","Dürnstein","3601","4829471",11,61
228,"**","Gasthaus Schwarzer Adler","Voppel Stevan","Holeichl Anej","Donaustrasse 16","Altenberg","3422","3580853",46,120
378,"**","Gallien Alm - Holzhaus","Robar Robin-Dennis","Kuffler-Löwenfeld Nino","Gallien 1","Mödring","3753","9263489",61,278
324,"**","Sportcenter Tattendorf","Dolna Shanshan","Eggerth Lucio-Flavio","Schulstrasse 14","Tattendorf","2523","6034105",6,26
84,"**","Ferienwohnung","Ferari Sulumbek","Déry Piia","Doktor-Max-Burckhard-Ring 28/13","Korneuburg","2100","6166245",17,16
611,"**","Zur Post","Henhofer Nefes","Kostersitz von Marenhorst Damla-Sevim","Käferbichlstraße 1","Lackenhof","3295","1883496",2,2
694,"**","Privatzimmer Hofer","von Mukuli Adhisha","Neu Shoaib","17 Bärnkopf","Bärnkopf","3665","1687577",11,37
689,"***","Gasthof Pension Seidl","Trunkl Luca-Guiliano","Vertesy de Vertesalja Sahir","Pretrobruck 17","Arbesbach","3925","7654292",11,70
401,"***","Hotel Michael","Szeled Renátó","Bodenberger Stella-Vera","Hauptstraße 24","Gerasdorf","2201","4962501",14,78
179,"****","Hotel-Restaurant Liebnitzmühle","Pallasch Rahel","Ondras Benedikt-Lukas","Liebnitz Nr. 38","Raabs","3820","0526971",7,63
180,"****","die Weinlodge","Loskot Çiğdem","Schmölzer Ann-Maria","Winzerstraße 52","Martinsdorf","2223","3423076",35,113
413,"**","Gasthof zum Nibelungenbauer","Watzenig Muharem","Kollenberger Ehizemen","Wienerstraße 13-15","Pöchlarn","3380","7258797",39,50
243,"****","Alpenhotel Gösing","Zadnik Sanaz","Misko Donna-Lee","Gösing 4","Gösing","3221","9507470",29,58
254,"*","Stressless","Diesel Kincsö","Zesulak Carina-Nicole","Holzer 1","Traisen","3160","5750501",29,94
566,"***","Gasthof Goldener Stern","Andorff Noah-Andreas","Massarei Abdussettar","Wiener Straße 32","Hollabrunn","2020","5958052",44,220
373,"***","Hotel Restaurant Winterbach","Drabek Emylia","Eiserlein Melodi","Wohlfahrtschlag 34","Sankt","3283","7662442",18,6
482,"*","Lugerfarm","Gerstl Iris-Christiana","Pienitzka Marliesa","Pöverding 8","Melk","3390","0724336",6,32
59,"***","Zum Dorfmeister Wirt","Meierl Nicola-Tatjana","Strenzl Eros-Aziz","Hauptstraße 8","Weikersdorf","2722","5294837",46,37
391,"***","Zum goldenen Engel - Fam. Ehrenreich","von Turkowitsch Paul-Jonas","Iraschek Jana","Wienerstraße 41","Krems","3500","7170016",32,114
124,"****","Best Western Smart Hotel","Karre Adhiban","de Szeged Amòr","Nordring 4","Vösendorf","2334","6430118",18,9
550,"*","Gästehaus Rabl","Gaertner von Karstwehr Rosabelle","Rislink Janneke","Weraingraben 10","Langenlois","3550","4900392",65,42
259,"*","Weingut Wagner","Lamprecht Bejke","Brandstetter Amier","Leodagger 8","Leodagger","3741","2229725",19,90
329,"*","Waldblick Landhaus B&B","Klaar Yeshua","Stanja Aishat","39 Brunnrotte","Schwarzenbach","3212","4501656",8,34
392,"*","Arbeitergasse 7","Glanzmann Eflal","Timi Ajbel","7 Arbeitergasse Wohnung 10","Krems","3500","8651546",34,25
426,"****","JoSchi Sporthaus Hochkar","Schüttnig Matian","Pineschitz Badria","Lassing 51","Hochkar","3345","4166864",25,31
9,"****","Hotel Schloss Weikersdorf","Rumatschke Shen","Ritter von Niebzielski Yreand-Dean","Schlossgasse 9-11","Baden","2500","7800138",20,50
541,"****","Landhotel Jagdhof","Nussmüller Estera-Valentina","Meisler Saleha","Hauptstraße 41","Guntramsdorf","2353","6423834",7,8
594,"**","Ferienhaus Ehrenreith","Ascoli Dastan","Mulacz Israfil","Strohmarkt 27","Göstling","3345","1157268",1,4
437,"*","Winzerhof Dürauer","Hörhager Marie-Constanze","Karmin Xenia-Gina","Aignerstraße 11","Furth","3511","4682562",8,17
370,"**","Rosenberger Seminar-Hotel Deutsch-Wagram","Liebentritt Jason-Leroy","Wohralik Marc-Ryan","S 1 Ost","Deutsch-Wagram","2232","0153598",13,9
144,"****","Hotel Turmhof","Okranhly Elias-Matthias","Hitschel Tong","Josef-Schöffel-Straße 9","Gumpoldskirchen","2352","3352199",22,104
177,"**","Gasthof Kaiser","Saxon Noam","Remolka Betina","17 Sarlingstrasse","Ybbs","3374","6595934",40,94
441,"**","Gasthaus Transilvania","Langenhan Lisa-Chiara","Streletz Yakut","Untergrafendorf 39","Böheimkirchen","3071","0116198",64,175
106,"****","Hotel Exel","Reitlinger II Ahmet-Ali","Graf von und zu Gabelkoven Jeremi","Alte Zeile 14","Amstetten","3300","1263949",31,55
8,"**","AVIA Motel Bisamberg","Plawisch Carol","Zacharik Hananeh","Im Sandhubel 001","Korneuburg","2102","0415758",12,23
66,"***","FairSleep Motel Hainburg","Tot Chantal-Jessica","Graffe Lenja","Pressburger Reichsstr. 70","Hainburg","2410","5838566",29,92
599,"*","Weingut Breitenfelder","Kopetzky von Rechtperg Aling","Hölrigl Emmely","Kleinriedenthal 3","Retz","2074","1432836",21,22
416,"*","Privatzimmer Jarosch","Rous Musaab","Fréchet Adelina-Maria-Alessia","Romerweg 12","Tulln","3430","8882900",29,282
127,"***","Hotel Pension Alte Mühle","Wichtauer Amo","Wopatek Tatev","Mühlengasse 36","Klosterneuburg","3400","7975174",13,15
22,"****","MALAT Weingut und Hotel","Hudecek von Cernucky-Lazarovich Fynn-Julien","Kaisar Surjana","Hafnerstraße 12","Furth","3511","0930201",12,72
512,"***","Familienhotel Die Hochrieß","Stöcklbauer Hüma","Samek Ameline","Hochrieß 5","Purgstall","3251","3255970",23,70
663,"*","Gasthof Grünling","Braseda Achaia","Csany Celestina","Marktplatz 7","Wallsee","3313","4918784",36,36
508,"**","Gasthof Paradiesgartl","Zwirschitz Antony","Goltsche Rahela-Florica","Kremser Straße 6","Kleinpöchlarn","3660","8152829",10,41
134,"*","Winzerhof Küssler - Weinviertel","von Antos Victoria-Christina","Liefschütz Barsin","Haspelgasse 98","Stillfried","2262","7245485",55,6
210,"*","Weingut Martinshof","von Kubinzky Cornelio","Meschede Getin","Hauptstraße 28","Sankt","2183","2788914",19,32
518,"*****","Gästehaus-Pension F&G Gritsch","Hodecek Marioara","Belot Petra-Michaela","Vießling 39","Spitz","3620","1077433",18,104
526,"*","Haberfellner","Ripel Melike-Defne","Lieberzeit Zulfi","Weitental 31","Lackenhof","3295","1298881",62,83
571,"*","Gasthaus 3-Länderblick Mönichkirchen","Zitterhofer Tiemo","Alexich Abir","Wechselbundesstrasse 276","Mönichkirchen","2872","1249470",8,30
497,"*","Gasthaus Kleebinder","Cucha Dominik-Philipp","Schwarzbach Hendri","Pielachstraße 12","Haunoldstein","3384","8163371",35,75
37,"**","Pension Babenberger","Schweighardt Mika-Felicitas","Fauwers Alessa","Linzer Straße 18","Melk","3390","5681383",25,39
132,"***","Gasthof Hotel Schiffsmeisterhaus","Weeber Israil","Gogola Gali","Markt 60","Ardagger","3321","7829874",20,9
361,"*","Gästehaus Benvenuto","Taller Till-Jan","Mellich Jaymen","Hauptstraße 42","Sooss","2504","3405997",71,326
466,"*","Helenental Pension & Apartments","Masson Timofejs","Schineschek Syam","Karlsgasse 1-5","Baden","2500","3397609",24,124
135,"****","Pension Central Semmering","Pissecker Zayed","Ritter von Lambort Sky-Zane","Passstraße 1","Semmering","2680","4432358",21,89
396,"****","Schlosshotel Rosenau Superior","Wodsedalek Sarah-Nikita","Bienefeld Dihan","Schloss Rosenau 1","Schloss","3924","9856098",61,47
589,"**","Kerndlerhof","Franc Elie","Dlabaja Daichi","Mittereichen 2","Ybbs","3374","2831828",75,303
199,"***","Gasthof Großmann","Mitterndorfer Bunmi","Kohlhas Rúben","Stadtplatz 9","Heidenreichstein","3860","6041570",39,88
582,"*","GästeHaus Rudolf u. Sandra DENK","Effenberger Sumita","Stanislav Roop-Reet","Winklgasse 133","Wösendorf","3610","8287070",45,83
